table_name,affiliation,type
against,Gujarat Samachar,Accused
against,,Accused
against,,Accused
against,,Accused
against,Mid-Day,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Rajasthan Patrika,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Bhaskar,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Dinamalar.,Accused
against,Malai Malar.,Accused
against,Dainik Thanthi,Accused
against,Makkal Kural,Accused
against,Dinakaran,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Aman Khoj,Accused
against,Aman Khoj,Accused
against,,Accused
against,,Accused
against,,Accused
against,"Chief Editor, Saptahik Shramsudha",Accused
against,"Chief Editor, Saptahik Shramsudha",Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Sandesh,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Amrit Sandesh.,Accused
against,Amrit Sandesh.,Accused
against,,Accused
against,,Accused
against,Hum Aap,Accused
against,Hum Aap,Accused
against,Talat Ki Awaz Hindi weekly,Accused
against,Talat Ki Awaz Hindi weekly,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,Employment News,Accused
against,Employment News,Accused
against,,Accused
against,,Accused
against,Rohini Samarpan Times.,Accused
against,Rohini Samarpan Times.,Accused
against,Rohini Samarpan Times.,Accused
against,Rohini Samarpan Times.,Accused
against,,Accused
against,,Accused
against,Delhi Times,Accused
against,Dainik Jagran New Delhi,Accused
against,Dainik Jagran New Delhi,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,The Hindustan Times,Accused
against,Junior Vikatan,Accused
against,,Accused
against,,Accused
against,Tamil Murasu,Accused
against,Tamil Murasu,Accused
against,Punjab Kesari,Accused
against,,Accused
against,The Pratah Kal,Accused
against,The Pratah Kal,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
against,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Commander Railway Protection Force,Accused
by, Commander Railway Protection Force,Accused
by,,Accused
by, Government of Odisha,Accused
by, Lady Supervisor Bal Vikas Pariyojana Karyalaya Paharpur East Champaran Bihar.,Accused
by, Deputy Commissioner Revenue & Public Information officer,Accused
by, Director Personnel Management and Administration Madhyanchal Vidhyut Vitran Nigam,Accused
by, Godhadongri Baitul M.P.,Accused
by, Basic Utthan Evam Gramin Seva Sansthan,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, and Kirana Vyapar Sangh,Accused
by, Maharajganj and others.,Accused
by, M.P.,Accused
by, Food Supply Controller (ii) Office of the Collector,Accused
by, Food Supply Inspector and (iii) Office of the Collector,Accused
by, Food Supply Inspector Office of the Collector,Accused
by, Uttarakhand.,Accused
by, Udham Singh Nagar Uttarakhand.,Accused
by, Government of Rajasthan Jaipur.,Accused
by,.,Accused
by,.,Accused
by, Northern Railways Delhi.,Accused
by, PIB.,Accused
by, and Bihar State Housing Board,Accused
by, MLA,Accused
by, Govt. of Rajasthan,Accused
by, Joint Commissioner of Police,Accused
by, Joint Commissioner of Police,Accused
by, Assistant Director District Public Relations Office,Accused
by, Medical Officer & CMO Primary Health Centre,Accused
by, Editor Dainik Aaj ki Dastan,Accused
by,.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, U.P.,Accused
by, Charthawal,Accused
by,.,Accused
by,.,Accused
by,,Accused
by, Information and Public Relations Government of Telangana.,Accused
by,  New Delhi.,Accused
by, Govt. of Odisha Bhubaneswar Odisha.,Accused
by, Government of Uttarakhand,Accused
by,,Accused
by, the Govt. of Jammu & Kashmir,Accused
by, New Delhi.,Accused
by, Government of Tripura,Accused
by, New Delhi.,Accused
by, New Delhi.,Accused
by, Bilari.,Accused
by, IAS,Accused
by, Superintendent of Police,Accused
by, PIB,Accused
by, Govt. of Meghalaya.,Accused
by,,Accused
by,.,Accused
by,.,Accused
by, SDO and CMO,Accused
by, CMO,Accused
by,,Accused
by, and Police Authorities.,Accused
by,,Accused
by, and others Uttar Pradesh.,Accused
by, Principal/Warden Kasturba Gandhi,Accused
by,.,Accused
by,.,Accused
by, Hathras U.P. & Police Authorties,Accused
by,,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Public Works Department Parbhani.,Accused
by,.,Accused
by, and police authorities.,Accused
by,.,Accused
by, Govt. of U.P. Lucknow.,Accused
by, Information,Accused
by, Government of Telangana Hyderabad.,Accused
by,.,Accused
by, Directorate of Advertising & Visual Publicity,Accused
by,.,Accused
by, Govt. of Rajasthan Jaipur.,Accused
by, Information & Public Relations,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Addl. Information Officer,Accused
by, President Punjab Pradesh Congress Committee,Accused
by, SHO City Kotakpura Station,Accused
by,  and Police Authorities,Accused
by,,Accused
by, Bhatinda Range and others,Accused
by, Police Station Incharge,Accused
by, Police Station Incharge,Accused
by,,Accused
by,,Accused
by, Police Station Incharge,Accused
by,,Accused
by,,Accused
by,,Accused
by, Mumbai Police Authorities,Accused
by,and Principal of Sardar Bhallabh Bhai Patel Medical,Accused
by, Village Development Officer,Accused
by, Village-Gauda Kasganj (U.P.) & Government of Uttar Pradesh,Accused
by, Editor Gaon - Gaon Ki Khabar,Accused
by,,Accused
by,,Accused
by, Lakhadon,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, General ManagerMarketing Rajasthan Patrika Group,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, General ManagerMarketing Rajasthan Patrika Group,Accused
by,,Accused
by, Delhi.,Accused
by, Manwat District Parbhani,Accused
by, Ajmer.,Accused
by, Power Co-operation Limited,Accused
by, DAVP,Accused
by, Former D.I.O,Accused
by, Asstt to D.I.O Shamli. U.P.,Accused
by, District Public Relations Officer,Accused
by, and anti-social elements,Accused
by, Bhind MP,Accused
by, Lucknow and Police Authorities,Accused
by, Inspector P.S. Mirzapur,Accused
by, Banka,Accused
by, Secretary Gram Panchyat Barkatpur,Accused
by, Bihar School Examination Board,Accused
by,,Accused
by, Mahila Police Offcier,Accused
by,,Accused
by, and the Police Authorities,Accused
by, and Police,Accused
by, Gir Somnath ,Accused
by, and Government of Maharashtra,Accused
by, Area Offcier Konch,Accused
by, Station In-charge,Accused
by, Government of Jammu & Kashmir Jammu.,Accused
by,,Accused
by, Government of M.P.,Accused
by,of latchiya Tamilan Magazine,Accused
by,,Accused
by, Bhind,Accused
by, Madhya Pradesh.,Accused
by, Deputy Magistrate Tripupra,Accused
by, Deputy Magistrate Tripupra,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, Nagar Panchayat,Accused
by, Sangrah Ameen Najibabad UP,Accused
by,,Accused
by, Bindki Gas Agency,Accused
by, and Government of Chhattisgarh,Accused
by,,Accused
by, and others,Accused
by,and police authorities,Accused
by,,Accused
by,,Accused
by,,Accused
by,.,Accused
by, Govt. of U.P.,Accused
by,,Accused
by, Advertisement Branch,Accused
by, Delhi Circle,Accused
by,,Accused
by,,Accused
by,,Accused
by, Government of U.P.,Accused
by,,Accused
by, Northern Railway,Accused
by, Government of NCT of Delhi,Accused
by, and RNI,Accused
by,,Accused
by, Government of U.P.,Accused
by, Government of UP,Accused
by, Government of M.P.,Accused
by,of Dinamalar,Accused
by,,Accused
by,,Accused
by, O.S.D. to Government of U.P.,Accused
by, Government of U.P.,Accused
by, Government of U.P.,Accused
by, Chairman Municipal Council,Accused
by,.,Accused
by,,Accused
by, Pradhan Sorkhaand Government of Uttar Pradesh,Accused
by,,Accused
by,,Accused
by, Clerk Municipal Corporation,Accused
by, Sub-Divisional,Accused
by,,Accused
by,and Police authorities,Accused
by,and Police authorities,Accused
by,and Police authorities,Accused
by,and Police authorities,Accused
by,and Police authorities,Accused
by,and Police authorities,Accused
by,and Police authorities,Accused
by,and Police authorities,Accused
by,,Accused
by, and others,Accused
by,,Accused
by,,Accused
by, on 27.12.2013.,Accused
by, ,Accused
by, Police Station-Sadar,Accused
by, Police Station-Sadar,Accused
by, Chairperson Kirtpur Municipality Bijnor .,Accused
by, .,Accused
by, and Anti-Social Elements UP,Accused
by, Dailwara,Accused
by, and Anti-social elements,Accused
by, and Anti-Social Elements UP,Accused
by, Municipal Council Kishanganj,Accused
by, Municipal Council Kishanganj,Accused
by,,Accused
by, IAS,Accused
by, Sindhauli Sitapur  and others.,Accused
by,.,Accused
by, and Anti-Social Elements,Accused
by, Reporter Puthiyathalaimurai TV,Accused
by, Rajasthan.,Accused
by, Commandant Garhwal Rifles,Accused
by, Dehradun .,Accused
by, ACM III Kanpur.,Accused
by, UP.,Accused
by,.,Accused
by,,Accused
by,,Accused
by, Kanpur and S.O. Kanpur UP,Accused
by, Shahjahapur UP.,Accused
by, Parliamentary Standing Committee,Accused
by, UCO Bank,Accused
by, National Duniya,Accused
by, Government of NCT Delhi.,Accused
by,.,Accused
by,and police authorities,Accused
by, Sub Inspector M.P.,Accused
by, Deputy General Manager  NTPC Ltd. Post Vidyutndagar Gautam Budh Nagar U.P.,Accused
by, Bhatinda .,Accused
by, SubInspector P.S. Geeta Colony,Accused
by, President Sewa Samiti,Accused
by, Delhi.,Accused
by, Director Consortium of Educational Communication,Accused
by, Information & Public Relation Department,Accused
by, District Combined Hospital,Accused
by,,Accused
by,,Accused
by, Office of the Commercial Tax,Accused
by,,Accused
by, Chairman Shri Sanatan Dharam Mandir,Accused
by, SHO Thermal Bokaro Police Station,Accused
by, Advocate and Police Authority.,Accused
by,,Accused
by, District Behraich U.P.,Accused
by, Mahamayanagar U.P.,Accused
by, and State Administration Muradabad U.P.,Accused
by, Barot District Baghpat U.P.,Accused
by, and Police Authorities U.P.,Accused
by, S.H.O.,Accused
by,,Accused
by, MLA Barmer and the Police Authorities,Accused
by, Medical Officers Government Hospital,Accused
by, Medical Officers Government Hospital,Accused
by, Gautam Budh Nagar U.P.,Accused
by, Information & Public Relations Department,Accused
by, Meza,Accused
by,,Accused
by,,Accused
by, In-charge City Kotwali Koria Chhattisgarh.,Accused
by, and Police Authorities Delhi.,Accused
by, Councillor,Accused
by,,Accused
by, and the Police Authorities,Accused
by,,Accused
by,,Accused
by, Information,Accused
by, New Delhi.,Accused
by, DAVP,Accused
by, DAVP,Accused
by, DAVP,Accused
by, Sector Magistrate Sharda Nagar Presently Assistant Engineer Irrigation Department Sharda Nagar District – Lakhimpur Khiri U.P.,Accused
by, Block Development Officer,Accused
by, Department of Information & Cultural Affairs,Accused
by, Department of Information & Cultural Affairs,Accused
by, District Public Relations Officer Government of Punjab,Accused
by, I&PRD,Accused
by, I&PRD,Accused
by,,Accused
by, during coverage of Aligarh riots.,Accused
by,,Accused
by, regarding instituting false cases ,Accused
by,and Police authorities Government of M.P.,Accused
by, Govt. of M.P.,Accused
by, Govt. of U.P.,Accused
by, of U.P.,Accused
by,.,Accused
by, SHO,Accused
by, Fishery Deptt.,Accused
by, Fishery Deptt Govt of U.P.,Accused
by, Madras.,Accused
by,,Accused
by, Delhi.,Accused
by, regarding harassment.,Accused
by,.,Accused
by,,Accused
by, Rajasthan.,Accused
by, for harass-ment.,Accused
by, of Thana Dargah.,Accused
by, police station Itawa U.P.,Accused
by, of M.P.,Accused
by,.,Accused
by, Preet Vihar,Accused
by,.,Accused
by, for non release of advertisements.,Accused
by,.,Accused
by, of Bihar Govt. for can-celling his Press Accreditation.,Accused
by, for non-release of advertisements.,Accused
by, Calcutta.,Accused
by, New Delhi.,Accused
by, for denial of access to news at Indira Gan-dhi International Airport.,Accused
by, for denying authority letter and other facilities for coverage of election events.,Accused
by, for not releasing advertisements to local small newspapers.,Accused
by, Deputy Direc-tor National Soil Conservation (Agriculture) Directorate,Accused
by, and Postal Authorities Government of India.,Accused
by, I&PRD for stopping the advts.,Accused
by, Bhilai.,Accused
by,. Madhya Pradesh.,Accused
by, for adopt-ing discriminatory policy in the mat-ter of release of advts.,Accused
by, for denying Press Accreditation.,Accused
by, Telecom Ambala and Distt. Engi-neer Bathinda for rendering their telephone unserviceable.,Accused
by, for disturbing telephone lines.,Accused
by, Northeast Frontier Railway,Accused
by,of M/s.Maruti Udyog Ltd.,Accused
by, fire service and State Admn. in preventing attacks arson etc. on Murasoli premises.,Accused
by, Dargha Sharif U.P.,Accused
by,,Accused
by,.,Accused
by, Badarpur Constituency.,Accused
by, for his wild gesticulations during the Gujarat Chief Minister's press meet at Dumara village.,Accused
by, Surendranagar District Gujarat. Upheld,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Telecommunication,Accused
by,.,Accused
by, Hapur.,Accused
by,.,Accused
by, of Unnao .,Accused
by,.,Accused
by, Assistant Income Tax Commissioner,Accused
by,and Constable of City Police Station,Accused
by, Itawah U.P.,Accused
by, Ad-ministration.,Accused
by,of Sardhana police station,Accused
by, Panipat.,Accused
by, Local MLA,Accused
by, Kerala.,Accused
by,.,Accused
by, Mehgaon .,Accused
by, Mehgaon .,Accused
by,,Accused
by,.,Accused
by, LDC,Accused
by,.,Accused
by, Hazrat Nizamuddin New Delhi.,Accused
by, for misbehaving and confiscating Identity Card.,Accused
by, Trivandrum .,Accused
by,.,Accused
by, Treasury Officer,Accused
by, Hazaribagh.,Accused
by,.,Accused
by,.,Accused
by,,Accused
by, Usrapur U.P.,Accused
by, Conductor working in Farukhabad Depot Transport Corporation,Accused
by, Small Irrigation Division,Accused
by,.,Accused
by,.,Accused
by, of Barabanki.,Accused
by, Police Superintendent,Accused
by, Ambala Cantt.,Accused
by,.,Accused
by, MLA Jind.,Accused
by,.,Accused
by, Govt. of NCT of Delhi.,Accused
by, IPS,Accused
by, Murliganj.,Accused
by, Adhisuchit Kshetra Samiti,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by,and PRO National Fertilizer Ltd.,Accused
by, Telephones Panipat and GM Telephones Karnal.,Accused
by, Govt. of Haryana.,Accused
by, Panipat.,Accused
by, Govt. of Rajasthan.,Accused
by, Central Institute of Higher Tibetan Studies,Accused
by, and Ministry of Information & Broadcasting.,Accused
by,.,Accused
by, I&PRD,Accused
by, Govt. of U.P.,Accused
by, Public Relations Department,Accused
by, I&PRD,Accused
by, CTO Indore.,Accused
by, Bhopal.,Accused
by, Special Area Development Authority,Accused
by, Special Area Development Authority,Accused
by, Collector Bhind M.P.,Accused
by,.,Accused
by, U.P.,Accused
by,,Accused
by,,Accused
by, Behrampore W.B.,Accused
by, Nuapada.,Accused
by, Cantt. Board,Accused
by,.,Accused
by, Trans-Gomti Press Department Collectorate Lucknow.,Accused
by,.,Accused
by, Garhwal U.P.,Accused
by, Govt. of U.P.,Accused
by, Bulandshahar.,Accused
by, Govt. of U.P.,Accused
by, I&PRD,Accused
by, Member Press Accreditation Committee,Accused
by, Bhatinda Punjab.,Accused
by, Information & Public Relations Department Govt. of Jammu & Kashmir.,Accused
by, and underground mil-itants.,Accused
by,.,Accused
by, Bhopal.,Accused
by,:,Accused
by, and others.,Accused
by,.,Accused
by, New Delhi.,Accused
by, Nalanda Bihar.,Accused
by, Devari U.P.,Accused
by, Commandant Remount Training School & Depot,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,(Executive Engineer of P.H.E. Department.,Accused
by,(Executive Engineer of P.H.E. Department.,Accused
by, U.P.,Accused
by, the then Commerce Minister Govt. of M.P.,Accused
by,,Accused
by, Manager Govind Sugar Mills Ltd,Accused
by, Unnao U.P.,Accused
by, of Darbhanga Bihar,Accused
by,,Accused
by, & SHO West Singhboom Bihar,Accused
by,.,Accused
by,,Accused
by,',Accused
by, and police authorities,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, of Chhattarpur.,Accused
by, SHO Digoda Distt Tikamgarh M.P.,Accused
by, of Hissar,Accused
by,,Accused
by,,Accused
by, N.E. Railway,Accused
by,,Accused
by,,Accused
by, Birbhum W.B.,Accused
by,,Accused
by,and Distt. Magistrate,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by, of Uttar Pradesh,Accused
by, of Uttar Pradesh,Accused
by, of Uttar Pradesh,Accused
by,and Police Authorities of Bihar,Accused
by, Police Station- Bakshi Ka Talab,Accused
by, Shrawasti Kissan Sahakari,Accused
by,,Accused
by, Tehsildar Naib Jagraon,Accused
by, Clerk West Ludhiana Tehsil,Accused
by, Tehsildar Naib Jagraon,Accused
by, Clerk West Ludhiana Tehsil,Accused
by,,Accused
by, and the Police Authorities Kotakpura Punjab,Accused
by, District Corporation Development Authorities,Accused
by, Chief General Manager Northern Coalfields Ltd.,Accused
by,,Accused
by,. Elements and the Local Police Authorities Madhya Pradesh,Accused
by,,Accused
by, and the Local Police Authorities,Accused
by,,Accused
by, General,Accused
by, the Managing Bihar Marketing State Agriculture Council,Accused
by, Government of Uttar Pradesh,Accused
by, Government of Uttarakhand,Accused
by, the then Cabinet Minister,Accused
by, Government of Uttarakhand,Accused
by, Government of Uttar Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by, Ex-Chief Minister of Bihar.,Accused
by,.,Accused
by, Journalist Nav Bharat Times,Accused
by,.,Accused
by, DehraDun Court U.P.,Accused
by,,Accused
by,,Accused
by,.,Accused
by, Councillor Mauranipur.,Accused
by,.,Accused
by,and Local Police,Accused
by,and Local Police,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, Ranchi Mental Hospital,Accused
by, Warden; (iii) Kanke Police Station,Accused
by,of Kanke Police Station,Accused
by, and others.,Accused
by, Government of M.P.,Accused
by, Govt. of M.P.,Accused
by,,Accused
by,,Accused
by, I & PRD,Accused
by,.,Accused
by, Mirzapur.,Accused
by, Government of Assam,Accused
by, and A,Accused
by, Govern-ment of West Bengal.,Accused
by,.,Accused
by, I&PRD U.P.,Accused
by, Govt. of U.P.,Accused
by, Lucknow.,Accused
by, U.P.,Accused
by, the then District Information Officer,Accused
by, I&PRD,Accused
by,.,Accused
by, Pratapgarh.,Accused
by, for India.,Accused
by,.,Accused
by, Central Excise,Accused
by, Govt. of M.P.,Accused
by, Bhopal.,Accused
by,.,Accused
by, Government of Haryana.,Accused
by,.,Accused
by, Government of U.P.,Accused
by, Mathura.,Accused
by, I&PRD,Accused
by, Government of Bihar.,Accused
by,.,Accused
by, I&PRD,Accused
by, Govt of U.P.,Accused
by, Bhilai.,Accused
by, New Delhi.,Accused
by, Unnao Shuklaganj Development Authority,Accused
by,.,Accused
by, Panaji.,Accused
by, & The Times of India and Counter complaint ,Accused
by, Delhi.,Accused
by, Dehradun Cantt. Police Station,Accused
by, Sr. Superintendent of Police,Accused
by, Badaun ,Accused
by, Superintendent of Police,Accused
by, Ex-M.P.,Accused
by, Tehsildar Madhugiri Taluk Tumkur District Karnataka.,Accused
by, and Police authorities.,Accused
by,,Accused
by, Engr. GDA and Police authorities ,Accused
by,.,Accused
by, Mirzapur.,Accused
by, Baharaich .,Accused
by, Barmer.,Accused
by,.,Accused
by, Tehsil Office,Accused
by,,Accused
by,.,Accused
by,,Accused
by,.,Accused
by, Bhatinda.,Accused
by,.,Accused
by, Khiri .,Accused
by,,Accused
by, Jr. Engineer Electricity Deptt. Muraina,Accused
by, Jr. Engineer Electricity Deptt. Muraina,Accused
by, City Police Superintendent,Accused
by,.,Accused
by, I&PRD,Accused
by, Government of Tamil Nadu.,Accused
by, regarding stoppage of advertisements.,Accused
by, Information & Public Relations Department,Accused
by, Govt. of Rajasthan,Accused
by,.,Accused
by, Information & Public Relations Department,Accused
by, Government of Rajasthan.,Accused
by,,Accused
by, Jaipur.,Accused
by, I&PRD,Accused
by,& Management of the newspapers D.M. Etah,Accused
by,,Accused
by, Madras.,Accused
by,,Accused
by, Munger.,Accused
by, Secretary & M.P. Legislative Assembly,Accused
by, M.P. Legislative Assembly,Accused
by,,Accused
by,,Accused
by,,Accused
by, police and electricity department,Accused
by,,Accused
by,,Accused
by,,Accused
by,,Accused
by,.,Accused
by,.,Accused
by,,Accused
by,,Accused
by,,Accused
by,.,Accused
by,,Accused
by, I&PRD,Accused
by, Government of Haryana,Accused
by, Government of Gujarat,Accused
by, and the D.A.V.P.,Accused
by, and the D.A.V.P.,Accused
by, Disposed of with.,Accused
by,,Accused
by,,Accused
by,,Accused
by, Government of Gujarat,Accused
by, Government of Andhra Pradesh,Accused
by,,Accused
by,,Accused
by,,Accused
by, Government of M.P. Bhopal,Accused
by, Government of M.P,Accused
by,,Accused
by, Disposed of with directions,Accused
by, Editor Chhattisgarh Shyama,Accused
by, Government of M.P. Bhopal and DAVP ,Accused
by, of Uttar Pradesh,Accused
by,,Accused
by, Subharati Medical Dental College,Accused
by, Village Pipala Bulandshahar and police authorities,Accused
by, of M.P.,Accused
by, of M.P.,Accused
by,,Accused
by,,Accused
by, Government of U.P.,Accused
by, Information & Public Relations Department,Accused
by, Jamui Bihar,Accused
by,.,Accused
by,,Accused
by, Government of U.P.,Accused
by, Birbhum West Bengal,Accused
by, Birbhum West Bengal,Accused
by, Information & Public Relations Department,Accused
by, Information & Public Relations Department Government of Maharashtra,Accused
by, Government of West Bengal.,Accused
by, and R.N.I.,Accused
by, Forest  Ranger Gola Range Khiri U.P.,Accused
by, S.H.O.,Accused
by, SHO local police authorities,Accused
by,and other local police authorities,Accused
by,.,Accused
by, South Forest  Department Khiri U.P.,Accused
by, and Superintendent of Police  Ambedkar Nagar Uttar Pradesh.,Accused
by,,Accused
by,  District Hospital,Accused
by,,Accused
by, Jamia Millia Islamia,Accused
by,,Accused
by,.,Accused
by, and liquor mafia,Accused
by, Mauranipur,Accused
by, Execuitive Officer Tirumala Tirupati Devastanams,Accused
by, Execuitive Officer Tirumala Tirupati Devastanams,Accused
by, Assistant Regional Transport Officer,Accused
by, S.H.O.,Accused
by, City Superintendent of Police,Accused
by, Superintendent of Police,Accused
by, Ration Dealer,Accused
by, CMD Garima Milk Industries,Accused
by, Editor Swabhiman Times,Accused
by, New Delhi.,Accused
by,,Accused
by, Udgir and  RNI,Accused
by, Information and Public Relations Department,Accused
by, Government of  Chhattisgarh,Accused
by,  Government of Madhya Pradesh M.P.,Accused
by, Jaipur Municipal Corporation,Accused
by, Government  of Madhya Pradesh Bhopal.,Accused
by,.,Accused
by,.,Accused
by,,Accused
by, Superintendent of Police,Accused
by, District Social Welfare Department,Accused
by, Agent of District Social Welfare Department,Accused
by, MLA Bihar.,Accused
by, Advocate Bulandshahar.,Accused
by, State Home Minister,Accused
by, Dholpur Rajasthan.,Accused
by, Chennai.,Accused
by,.,Accused
by,.,Accused
by, Government of NCT of Delhi,Accused
by, Senior PRO DMRC,Accused
by, Haryana Chandigarh.,Accused
by, Information & Public Relations Department,Accused
by, I&PRD U.P.,Accused
by, I&PRD,Accused
by, I&PRD,Accused
by, I&PRD,Accused
by, Government of Andhra Pradesh,Accused
by, Guntur.,Accused
by, Employee of Toll Plaza,Accused
by, and others. ,Accused
by, and anti-social elements.,Accused
by,. ,Accused
by, and Anti-social elements,Accused
by,. authorities. ,Accused
by, SHO,Accused
by, Sultapur Uttar Pradesh. ,Accused
by, elements. ,Accused
by, Sub-Inspector Naugarh Chauki Siddharthnagar Uttar Pradesh. ,Accused
by, Conductor U.P. State Roadways Transport,Accused
by,. ,Accused
by, District Public Relations,Accused
by, Sadar Medininagar Palamu. ,Accused
by, MLA,Accused
by,& Inspector General of Police,Accused
by,of Asansol-Durgapur Police,Accused
by,of Durgapur Aurovindo Police Station,Accused
by, District Supply Officer,Accused
by, Owner Hoslitic Care Hospital,Accused
by, Owner and Hoslitic Care Hospital,Accused
by, Employee Hoslitic Care Hospital,Accused
by, Executive Officer Office of Nagar Panchayat,Accused
by,,Accused
by, Assistant Director Information Department Department of Public Relation Aligarh. ,Accused
by, & Government of Tamilnadu. ,Accused
by,. ,Accused
by, Govt. of Andhra Pradesh. ,Accused
by, Bangalore. ,Accused
by, Government of Tripura. ,Accused
by, DAVP,Accused
by, Govt. of U.P.,Accused
by, Information Department U.P. ,Accused
by,. ,Accused
by,,Accused
by,. Lucknow U.P. ,Accused
by,. ,Accused
by, Former AMU Students Union,Accused
by,: ,Accused
by,. ,Accused
by, and Police Personal of J&K. ,Accused
by, Kushinagar. ,Accused
by, District Sitapur U.P. ,Accused
by,,Accused
by, Gorakhpur and Government of U.P.,Accused
by, Public Works Division,Accused
by, Clerk O/o Sub-Registrar,Accused
by, of Rishikesh Uttaranchal.,Accused
by, SHO,Accused
by, Government of Punjab.,Accused
by,,Accused
by, of Uttar Pradesh.,Accused
by, Government of National Capital Territory of Delhi,Accused
by, Home Police,Accused
by, Government of National Capital Territory of Delhi,Accused
by, Home Police,Accused
by, Government of National Capital Territory of Delhi,Accused
by, Home Police,Accused
by, of Uttar Pradesh.,Accused
by, Bhind/M.P.,Accused
by, Delhi.,Accused
by, Coal India Ltd.,Accused
by, Govt. of Tripura Agartala.,Accused
by, Baharaich U.P.,Accused
by, New Delhi.,Accused
by, Nalanda Bihar.,Accused
by, Haryana/Chandigarh.,Accused
by, Kolkata.,Accused
by, Kolkata.,Accused
by, Burdwan Solanpur Panchayat Samiti,Accused
by, Burdwan Solanpur Panchayat Samiti,Accused
by, Bihar.,Accused
by, Jodhpur Rajasthan.,Accused
by, Government of NCT of Delhi,Accused
by,.,Accused
by, South Central Railway,Accused
by, I&PRD,Accused
by, New Delhi.,Accused
by, Delhi Circle,Accused
by, New Delhi.,Accused
by,,Accused
by,.,Accused
by,,Accused
by, regarding threats to his life.,Accused
by,.,Accused
by,.,Accused
by,.,Accused
by, of U.P. regarding institution of false cases.,Accused
by, for misbehaviour.,Accused
by, Krishan Nagar Police Station Delhi.,Accused
by, Bharatinagar Bangalore.,Accused
by,,Accused
by, regarding non-renewal of the accreditation cards.,Accused
by, regarding harassment in the matter of grant of advts. to her weekly.,Accused
by,.,Accused
