table_name,affiliation,type
against, National Institute for Visually Handicapped,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, Executive Engineer PWD,Complainant
against, Deputy Secretary Government of Assam ,Complainant
against, Deputy Secretary Government of Assam ,Complainant
against, ,Complainant
against, Additional Collector Customs and Excise ,Complainant
against, Dibrugarh University Teachers Association ,Complainant
against, ,Complainant
against, Government of Karnataka ,Complainant
against, ,Complainant
against, of Karnataka regarding publication of defamatory articles ,Complainant
against, MLA ,Complainant
against,  ,Complainant
against, ,Complainant
against, ,Complainant
against, President AS- March TO ERBC Nazira  ,Complainant
against, ,Complainant
against, Assistant Secretary Indian Council of World Affairs ,Complainant
against, Indian Social Institute,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, ,Complainant
against, General  Secretary Network by People Living with HIV  & AIDS,Complainant
against, Joint Chief  Electoral Officer,Complainant
against,   and then MLA Maharashtra,Complainant
against, State  General Secretay Indian Justice Party,Complainant
against,  Advocate Sonepat Haryana ,Complainant
against, Indian  National Congress Worker Kadapa District  A.P. ,Complainant
against, Chairman  Akashdeep  Enclave  Residence  Welfare  Society ,Complainant
against, Orissa  ,Complainant
against, NRI Group  Housing  Palam  Vihar  Condominium,Complainant
against,  New Delhi and others ,Complainant
against,  National  President  Anti  Corruption  Committee,Complainant
against,  Advocate,Complainant
against,  Advocate Badayun ,Complainant
against,,Complainant
against, Brahma  Complex Balaganj,Complainant
against,  Administrator Sports Authority of India  Dr. Karni Singh Shooting Range New  Delhi ,Complainant
against,  Under Secretary to Government of India  Ministry of Mines,Complainant
against,,Complainant
against,  Chairman Press Club Ayodhya,Complainant
against,  Managing  Director  Uttar  Pradesh  Minorities Financial and Development  Coporation Ltd. Alpsankhyak Vittya Avam  Vikas Nigam Ltd.,Complainant
against, “Aseef Jaisi”,Complainant
against, Lecturer  Rampyare Shiv Shankar Inter College,Complainant
against, Managing  Director Ordnance Equipment Factory,Complainant
against, Secretary/ Director Education Council of India,Complainant
against, Secretary/ Registrar Debts Recovery Tribunal,Complainant
against,  Advocate,Complainant
against, Chairman Central Women's College of Education,Complainant
against,  Editor/ Owner/Publisher/Printer Hello Khelaru  weekly Mehsana Gujarat ,Complainant
against, Director DOGSTOP,Complainant
against, Chairman  Iqraa Charitable Foundation,Complainant
against,,Complainant
against,,Complainant
against,  Ichalkaranji Mahila Sahakari Bank Limited  Kolhapur Maharashtra ,Complainant
against, National  President Anti Corruption Committee,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Chartered  Accountant,Complainant
against,,Complainant
against, MLA Khamgaon Constituency  Buldhana Maharashtra ,Complainant
against, President The Barshi City  Goldsmith Association,Complainant
against,,Complainant
against, AGM   Nuclear Power Corporation of India  Ltd.,Complainant
against,,Complainant
against, Secretary  Information Technology Rural Development  Panchayati Raj and Cooperation Government  of Uttarakhand ,Complainant
against, Colonel  General Staff Northern Comd GS  and  ,Complainant
against, DIG  ,Complainant
against,  IFS Divisional Forest Officer  Hissar  Haryana ,Complainant
against,  IFS Divisional Forest Officer  Hissar  Haryana ,Complainant
against,  Spokesperson  Sales  Tax  Department  Governmnt of Haryana Sonepat Haryana  ,Complainant
against,  Chandigarh Ayurvedic Centre,Complainant
against, Shri Mata  Vaishno Devi University,Complainant
against, IAS  Deputy Commissioner Hamirpur District  Hamirpur H.P. ,Complainant
against, Thalasserry  Kerala ,Complainant
against,  Karnataka ,Complainant
against,,Complainant
against,  Ex-Vice Chancellor Acharya Nagarjuna  University Hyderabad ,Complainant
against, Acharya  Nagarjuna University,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Retd.  Secretary  Army  Welfare  Cooperative  Housing Society,Complainant
against,  Commissioner of Police,Complainant
against,  Commissioner of Police,Complainant
against,,Complainant
against, M.P.   ,Complainant
against, Sub Inspector   U.P. Police Mohaba U.P. ,Complainant
against,  Principal Primary School Kathola Pauri  Garhwal Uttarakhand ,Complainant
against,,Complainant
against, Secretary  Society for Scientific Values,Complainant
against,  National President Anti-Corruption  Committee,Complainant
against,  National  President  Anti  Corruption  Committee,Complainant
against,,Complainant
against, Guru Nanak  Hospital,Complainant
against, Registrar  Engineering College Cell Directorate of  Technical Education and Industrial Training,Complainant
against, Autorised  Signatory M/s. Videocon Industries Limited  Okhla,Complainant
against,  Executive President Bihar State Stenographer/ Clerk  Union,Complainant
against, Deputy  Director Department of Mines and Geology,Complainant
against,  Retired Principal National Inter College,Complainant
against,  Kendriya  Vidyalaya,Complainant
against,  Jajpur Orissa ,Complainant
against, Vice  President Heritage Institute of Hotel &  Tourism,Complainant
against, Member  District Council,Complainant
against,,Complainant
against, Ex-District  President BJP Unit,Complainant
against, Member  Patient Welfare Committee Kushi District  Dhar M.P. ,Complainant
against,  BRCC District Education Centre,Complainant
against,  BRCC District Education Centre,Complainant
against, Head  Department of Zoology Government of K.R.G. PG College,Complainant
against, Head  Department of Zoology Government of K.R.G. PG College,Complainant
against, Head  Department of Zoology Government of K.R.G. PG College,Complainant
against, Civil  Judge ,Complainant
against,  Additional Programme Officer MGNREGA,Complainant
against,,Complainant
against,,Complainant
against,  General Manager Government Opium  & Alkaloid Works Ministry of Finance  Department of Revenue,Complainant
against, IPS  Superintendent of Police Panchmadhi M.P.  Panchmadhi M.P. ,Complainant
against,  Administrator Universal Institute of Legal  Studies,Complainant
against, Advocate  President  Water Works Department,Complainant
against, Senior  Medical Officer District Hospital,Complainant
against,  President Akhil Bhartiya Jangid Brahmin  Mahasabha,Complainant
against,,Complainant
against,  and others of Patna Bihar ,Complainant
against,,Complainant
against, Telecom  District Manager Bharat Sanchar Nigam  Limited,Complainant
against, District Basic  Education Officer,Complainant
against,,Complainant
against, @  Kalu District Muzaffarnagar U.P. ,Complainant
against, President  Jangid Bhraman Mahasabha Chandni Chowk,Complainant
against, Chairman  Unique Institute of   Management  &  Technology & Education Gaziabad Uttar  Pradesh ,Complainant
against, General  Secretary International Spiritual Organization,Complainant
against, Advocate/ Manager Smt. Tasvir Kunwar Girls Inter  College,Complainant
against, Senior  Child Specialist Farukhabad Uttar Pradesh  ,Complainant
against,  District Basic Education Officer,Complainant
against,  Assistant Teacher Kisan Inter College  Rasulpur District Basti Uttar Pradesh ,Complainant
against,,Complainant
against,,Complainant
against,  Advocate,Complainant
against,  Member Secretary Uttar Pradesh State  Women  Commission,Complainant
against, General  Secretary M.P.W.I.U. M.P. ,Complainant
against,,Complainant
against, President   Khankaha Sufi Didar Shah Chishti,Complainant
against, State Secretary  Haryana Gyan Vigyan Samiti Rohtak Haryana  ,Complainant
against,,Complainant
against, Wing Commander  ,Complainant
against,,Complainant
against, Registrar Doctor  Harisingh Gour Vishwavidyalaya,Complainant
against, Head Department of English SKM University,Complainant
against, IPS Additional Superintendent of Police,Complainant
against, Secretary Jagruk Nagrik Manch,Complainant
against, Maj. Gen  Bhopal Madhya Pradesh ,Complainant
against,,Complainant
against,,Complainant
against, Under Secretary Technology Department Board Ministry of Science and Technology,Complainant
against, Principal S.S. College Shastri Nagar,Complainant
against, Nasik Maharashtra ,Complainant
against, Chairman  Desh Bhagat Group of Institutes,Complainant
against, AO JDPR Directorate of Public Relations Ministry of Defence,Complainant
against, Journalist/Writer,Complainant
against, Journalist/Writer,Complainant
against, Head Programmes South India Cell for Human Rights Education and Monitoring,Complainant
against, Head Programmes South India Cell for Human Rights Education and Monitoring,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Senior Advocate Supreme Court of India,Complainant
against, Senior Advocate Supreme Court of India,Complainant
against, Shimoga Karnataka ,Complainant
against, Anuradha Nursing Home Shimoga District Karnataka ,Complainant
against, Library and Information Officer Assistant National Library,Complainant
against, Library and Information Officer Assistant National Library,Complainant
against,  Goa ,Complainant
against, Principal Delhi Public School,Complainant
against, Accounts Officer Uttar Pradesh Jagadguru Rambhadracharya Handicapped University Chitrakoot Dham ,Complainant
against, IPS Superintendent of Police Railways ,Complainant
against,,Complainant
against, Chairman & Managing Director R.R. Memorial Surgical Centre Pvt. Ltd. Sonebhadra U.P. ,Complainant
against, Nazim Jameat-Ur-Rashad Madrsa,Complainant
against, Manager Khadi Karamchari/Shramik Kalyan Samiti Ambedkarnagar Uttar Pradesh ,Complainant
against, Chairman Shri Digmber Jain Panchayat Mandir Beawar Rajasthan ,Complainant
against, Haryana State Convener Labour Union District-Panipat Haryana ,Complainant
against, Executive Engineer Public Works Department Government of Uttar Pradesh,Complainant
against, Superintendent of Police,Complainant
against, Chief Train Tickets Examiner Haridwar Railway Station,Complainant
against, Lecturer Meerut Cannt  Uttar Pradesh ,Complainant
against,,Complainant
against, Deputy Superintendent of Education-Cum-Regional Education Officer Banipur,Complainant
against, Taluk &  District - Parambalur Tamil Nadu ,Complainant
against,,Complainant
against,,Complainant
against, Chairman  All India Anti - Terrorist Front,Complainant
against, Under  Secretary to the Government of India Ministry of Chemicals & Fertilizers Department of Pharmaceuticals National Pharmaceutical Pricing Authority,Complainant
against,,Complainant
against, Malad East,Complainant
against, MP  ,Complainant
against, Member Communist Party of India,Complainant
against, Private Secretary to the Minister of Education Government of Himachal Pradesh District Shimla ,Complainant
against, IPS Additional Director General of Police,Complainant
against,,Complainant
against, District - Karur Tamil Nadu ,Complainant
against, Tudki Village Shimoga Karnataka ,Complainant
against, Thirthahalli Shimoga District Karnataka ,Complainant
against, General Secretary Karnataka State Pollution Control Board Technical Officers Associations  Bangaluru ,Complainant
against, Convenor Association of Concerned and Informed Citizens of Mysore ,Complainant
against, National Gold Palace Shimoga District Karnataka ,Complainant
against,  District Health Officer & F.W. Officer,Complainant
against, Bangaluru ,Complainant
against, Bangaluru ,Complainant
against, Bangaluru ,Complainant
against, Bangaluru ,Complainant
against, Bangaluru ,Complainant
against, District Panchayat Officer Kakinada Andhra Pradesh ,Complainant
against,,Complainant
against,,Complainant
against, District Srikakulam Andhra Pradesh ,Complainant
against, District Srikakulam Andhra Pradesh ,Complainant
against, District Srikakulam Andhra Pradesh ,Complainant
against, and others Mangaldai District Court Assam ,Complainant
against, Principal MICE Udupi  Karnataka ,Complainant
against, Northern Command GS  ,Complainant
against,,Complainant
against, Goa ,Complainant
against, General Manager  ,Complainant
against, Ad-ditional Collector of Customs,Complainant
against,,Complainant
against, Ex-MLA  ,Complainant
against, Executive Engineer PWD Sambalgarh ,Complainant
against, President Janata Party Delhi Pradesh ,Complainant
against, ,Complainant
against,,Complainant
against, SHO Timarpur Police Station,Complainant
against, District President U.P. Journalists Asso-ciation,Complainant
against,. Deputy Superintendent of Police,Complainant
against, Vice Chancellor Aligarh Muslim University ,Complainant
against, News paper Agent Rohtak ,Complainant
against, Advocate,Complainant
against, Spl. In-spector General of Police Colaba Bombay ,Complainant
against, Dembirli  ,Complainant
against, Di-rector Institute of Hotel Catering & Tour-ism Management Radio Bhawan Colaba,Complainant
against,,Complainant
against,,Complainant
against, Bihar Institute of Technology. District Dhanbad Bihar ,Complainant
against, Bihar Institute of Technology. District Dhanbad Bihar ,Complainant
against, Bihar Institute of Technology. District Dhanbad Bihar ,Complainant
against, Medical Officer Primary Health Centre West Champaran Bihar ,Complainant
against,,Complainant
against, of Hapur ,Complainant
against, Managing Director India Best Power Technology INC,Complainant
against, General Secretary Samata Party,Complainant
against, I.S. Goel & Co.,Complainant
against,,Complainant
against, Sec-retary District Red Cross Society,Complainant
against, Bank Note Press M/o Finance Govt. of India,Complainant
against, Princi-pal Secretary to Governor J&K ,Complainant
against, Hazari Bagh Bihar ,Complainant
against, Government of U.P.,Complainant
against, Secretary All India Jat Maha Sabha Rohtak Haryana ,Complainant
against, Deputy Commissioner & District Magis-trate Uttar Kannada ,Complainant
against, Special Branch  CID,Complainant
against, Deputy Commissioner of Police Special Branch  CID,Complainant
against, Special Branch  CID,Complainant
against, of Secunderabad ,Complainant
against, of Kozhikode ,Complainant
against, Office of Dy. Commissioner of Po-lice Special Branch-I CID,Complainant
against, Special Branch  CID Bombay ,Complainant
against, S.B.I. CID,Complainant
against, Special Branch  C.I.D. ,Complainant
against, Special Branch  CID,Complainant
against, Kalbadevi Div.,Complainant
against,,Complainant
against, Presi-dent Central Sindhi Panchayat,Complainant
against, President Chamber of Commerce Thakurbari Road North Lakhimpur Assam ,Complainant
against, Gen-eral Secretary People's Union for Civil Liberties  Karnataka ,Complainant
against, Ad-vocate Gujarat ,Complainant
against,,Complainant
against, MLA,Complainant
against,,Complainant
against, of Mandsor ,Complainant
against, ,Complainant
against, District Basic Education Officer,Complainant
against, Advocate Orissa ,Complainant
against, Minister of State Govt. of Maharashtra,Complainant
against, PGT Shri Agrasen Public School,Complainant
against, Secre-tary Town Area Kunderki Muradabad ,Complainant
against, District President Udyog Vyapar Mandal,Complainant
against,,Complainant
against, Reader I.G.N.O.U.,Complainant
against, Member Church of St. Antony Siolim Bardez Goa ,Complainant
against, B.Subhash Movie Unit,Complainant
against, of Thane ,Complainant
against, of Thane ,Complainant
against, M.P.  New Delhi ,Complainant
against, Ad-vocate,Complainant
against,,Complainant
against, M.P. ,Complainant
against, M.P. ,Complainant
against, of Delhi ,Complainant
against, Principal Sri Guru Tegh Bahadur Khalsa College University of Delhi ,Complainant
against, Principal SGTB Khalsa College,Complainant
against, Execu-tive Engineer Construction Circle Sonepat Haryana ,Complainant
against, IAS Member Board of Revenue,Complainant
against, Engineer Municipal Committee,Complainant
against, to Govt. of Assam Home  Department,Complainant
against, I.A.S. Director Social Welfare Govt. of Bihar ,Complainant
against, I.A.S. Director Social Welfare Govern-ment of Bihar ,Complainant
against, ,Complainant
against, Former Member of Legislative Assembly Rajasthan ,Complainant
against, I.A.S. now Divisional Commissioner Mysore Division,Complainant
against, of Mysore ,Complainant
against, Assistant Secretary Furquania Academy Trust,Complainant
against, I.A.S. Chief Executive Officer Kodagu Zilla Panchayath Medikeri Karnataka ,Complainant
against, Press Reporter Sampaje Kodagu Karnataka ,Complainant
against, M.L.A.,Complainant
against, Sherif of Madras ,Complainant
against, Minister for Labour & Employment Government of Andhra Pradesh,Complainant
against, Ca-tering Inspector Trivandrum-Guwahati Express Kerala ,Complainant
against, Pollachi Taluk Tamil Nadu ,Complainant
against, C.I.D.,Complainant
against,. Mo-torman Central Railway Bombay V.T. ,Complainant
against,,Complainant
against, Dy. Municipal Commissioner,Complainant
against,,Complainant
against, Chief Executive Dainik Jagran. Patna ,Complainant
against, Member Bihar Public Service Commis-sion. Krishna Kunj,Complainant
against, Ex-Editor Cochar Times,Complainant
against, Civil Judge Secretary and Authorised Officer U.P. Judicial Service Association,Complainant
against, IPS DIG of Police Kumaon Range,Complainant
against, MLA of Karnataka ,Complainant
against, Hon'ble Minister of State for Information & Broadcasting Govt. of India,Complainant
against, r/o Bhatkhedi Distt. M.P. ,Complainant
against, Chairman Satyawati Co-educational College,Complainant
against, of Chandigarh ,Complainant
against, Addl. Commissioner of Police N.D. ,Complainant
against, President Inner Wheel Club N.D. ,Complainant
against,,Complainant
against, IAS Dy. Com-missioner Kodaga Distt. Madikeri Karnataka ,Complainant
against, State Convenor Rashtriya Swayam Sewak Sangh,Complainant
against, President Jain Satellite Television N.D. ,Complainant
against, Medical Superintendent Santokhba Durlabji Memorial Hospital,Complainant
against, Editor Dosti Ka Sandesh Ajmer ,Complainant
against, Dungerpur ,Complainant
against, Pro-prietor Maharaja Textile,Complainant
against, Hindon City Rajasthan ,Complainant
against, Proprietor IIT-Jee  New Delhi ,Complainant
against, D.M. Muzaffarnagar The Pioneer Delhi edition; The Pioneer Lucknow edition; ,Complainant
against, President Shri Saraswati Kala Mandir Sansthan Jodhpur ,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Civil Surgeoncum-Chief Medical Superintendent Damoha ,Complainant
against, Homeopathic Doctor,Complainant
against, Chittorgarh Rajasthan ,Complainant
against, Professor Jai Narayan Vyas University Jodhpur Rajasthan ,Complainant
against, Deputy Manager State Bank of India Falna City Branch,Complainant
against,,Complainant
against, District Duggad,Complainant
against, and President District Congress Committee ,Complainant
against, others & Kota Rajasthan ,Complainant
against,,Complainant
against, BJP Leader,Complainant
against, SDM- cum-PRO,Complainant
against, Managing Director Azam Rubber Product,Complainant
against, Managing Director Azam Rubber Product,Complainant
against, System Manager Department of Computer Centre University of Allahabad,Complainant
against, Principal  ,Complainant
against,,Complainant
against,,Complainant
against, IAS District Magistrate and Collector,Complainant
against,,Complainant
against, Principal Sainik School Bhubaneswar  ,Complainant
against, Ex-Chief Minister Assam,Complainant
against,,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission,Complainant
against, Member Maharashtra State Minorities Commission Mumbai India New ,Complainant
against, Home Department,Complainant
against, Secretary General Karnataka State Federation of Consumers’ Organization ,Complainant
against, Atik Miyan Chisti Dargah Sharif Ajmer Rajasthan ,Complainant
against, and Collector Bhind Madhya Pradesh ,Complainant
against, Jamat-e-Islami Hind,Complainant
against, Proprietor AGP Photobank Malviya Nagar,Complainant
against, Government of India,Complainant
against, Government of India,Complainant
against, Government of India,Complainant
against, Medical Officer PCMC-I,Complainant
against, Ex Advisor D.O.T.,Complainant
against, Director I&PRD,Complainant
against, Begu Sarai Bihar ,Complainant
against, Begu Sarai Bihar ,Complainant
against, Prant Sangh Chalak Rashtriya Swaym Sewak Sangh,Complainant
against,,Complainant
against, M/s Vikas Trading Company,Complainant
against, Vikas Trading Company,Complainant
against, Director Information Cultural Affairs & Tourism Government of Tripura,Complainant
against, Chief Minister of NCT of Delhi ,Complainant
against, Chief Minister of NCT of Delhi ,Complainant
against, IAS District Magistrate,Complainant
against, General Manager Giltec International  Ltd.,Complainant
against, Editor Hathras Samachar,Complainant
against, A.C.D.  P.O. Sringeri Karnataka ,Complainant
against,,Complainant
against, President Gram Bharati Mahila Mandal District Betul M.P. ,Complainant
against, President Gram Bharati Mahila Mandal District Betul M.P. ,Complainant
against,,Complainant
against, the then Director General M.P. Council of Science & Technology,Complainant
against, The Shillong Club Limited,Complainant
against, Hon’ble Minister of Panchayat Rural Development & Elementary Education Government of Assam,Complainant
against, Liaison Officer Chief Minister’s Public Relations Cell Government of Assam,Complainant
against, Adviser to Chief Minister  Assam,Complainant
against,,Complainant
against, IFS Conservator of Forests,Complainant
against, National President All India Anti Corruption Committee,Complainant
against, Hardwar Uttarakhand ,Complainant
against,,Complainant
against, S.P.,Complainant
against, Marketing Inspector Kanpur Dehat U.P. ,Complainant
against, Headmaster Lal Bahadur Shastri Junior High School,Complainant
against, Journalist,Complainant
against, Advocate,Complainant
against, Advocate,Complainant
against, Shri Sai Baba Sansthan Trust  Maharashtra ,Complainant
against, Managing Director M.P. State Industrial Development Corporation Ltd. M Bhopal ,Complainant
against, Managing Director M.P. State Industrial Development Corporation Ltd.,Complainant
against, Astha Editorial Board,Complainant
against, IPS Inspector General of Police Ferozpur Zone,Complainant
against, Lecturer DAV College,Complainant
against,,Complainant
against,,Complainant
against, Fancy Bazar,Complainant
against, Jhanda Mohalla,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Sub-Registrar-I,Complainant
against, General Secretary Rashtriya Janta Dal ,Complainant
against, Block President Bhojpur,Complainant
against, Vishva Hindu Parishad,Complainant
against, Official Spokesperson Ministry of Finance,Complainant
against, National Spokesman/Vice President Janhit Jagran,Complainant
against, Advocate/President Desh Kalyan Samiti,Complainant
against, Income Tax Officer,Complainant
against, Income Tax Officer,Complainant
against, Director Chittaur Darshan ,Complainant
against, Consultant Radiologist,Complainant
against, Information Officer Crime Free India Bureau,Complainant
against, Editor-in-Chief Kalchakra,Complainant
against, Vice-President Town Youth Congress Wanapathy Andhra Pradesh ,Complainant
against,,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Indraprastha Vishwa Samvad Kendra  Jhandewalan Extension,Complainant
against, Chairman District Co-op. Bank,Complainant
against, S.D.M. Bahedi,Complainant
against, S.D.M. Bahedi,Complainant
against,,Complainant
against,: Poovaiah Kumboor Karnataka ,Complainant
against,,Complainant
against, Government of Assam,Complainant
against, Director I&PRD Assam ,Complainant
against, Aabu Road ,Complainant
against, Additional Chief Executive Officer District Council Rajasthan ,Complainant
against, Contractor PUDA,Complainant
against, Ex-M.P.  Delhi ,Complainant
against, Head Department of Vegetable Science,Complainant
against, Divisional Engineer,Complainant
against, IBS Station Director Radio Kashmir,Complainant
against, Spokesperson Akhil Vishwa Gayatri Pariwar Shanti Kunj,Complainant
against,,Complainant
against, MLA,Complainant
against, Shahdara Delhi ,Complainant
against, Registrar Karnataka University,Complainant
against, General Secretary Association of the Deaf,Complainant
against, Prop. Hotel Mookambika Bagalkot District Karnataka ,Complainant
against, Secretary Malinajooganahalli Gram Panchayat Karnataka ,Complainant
against,,Complainant
against,,Complainant
against, M.P. Movelikkara ,Complainant
against, Malayala Manorama,Complainant
against, IPS Deputy Inspector General of Police Tamil Nadu ,Complainant
against, Tamil Nadu Public Service Commission,Complainant
against, Cochin University ,Complainant
against, Head Corporate Communications Bharat Biotech International Limited ,Complainant
against, M/s. Tata Tea Ltd.,Complainant
against, Chief Editor Bhind Utthan Times Bhind ,Complainant
against, Women's Health Training Centre,Complainant
against, Government Boys Higher Secondary School Semariya,Complainant
against, Narsinghpur Madhya Pradesh ,Complainant
against, Narsinghpur Madhya Pradesh ,Complainant
against, Katni Madhya Pradesh ,Complainant
against, Katni Madhya Pradesh ,Complainant
against, Secretary Journalists' Council,Complainant
against,,Complainant
against, Chhattisgarh ,Complainant
against, Delhi Armed Forces,Complainant
against, Director  New Delhi Municipal Council Palika Kendra,Complainant
against,,Complainant
against, Chairman New Delhi Institute of Management,Complainant
against, Nasik ,Complainant
against, Prop. B.M. Mens Wear,Complainant
against, Trustee Osho Commune International,Complainant
against,,Complainant
against, Additional Secretary  Government of National Capital Territory of Delhi ,Complainant
against, Director  Institute of Company Secretaries of India,Complainant
against, Director  Institute of Company Secretaries of India,Complainant
against, General Secretary All India Democratic Women Association,Complainant
against, Maharashtra ,Complainant
against, Chairman Employment Promotion Council of Indian Personnel,Complainant
against, Chairman Employment Promotion Council of Indian Personnel,Complainant
against, Stree Mukti Andolan Sampark Samiti,Complainant
against, Managing Joint Director U.P. Bhoomi Nigam Lucknow Sudhar ,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Karnataka ,Complainant
against, Punjab ,Complainant
against,,Complainant
against,,Complainant
against, Editor Delta Square ,Complainant
against, Bureau Chief Rozgar Evam Parinam Sarguja Chhattisgarh ,Complainant
against,,Complainant
against, Proprietor Sai Pooja Enterprise Gujarat ,Complainant
against,,Complainant
against, ,Complainant
against, Minister of State Social Welfare Government of Uttar Pradesh ,Complainant
against,,Complainant
against, Kanpur Dehat ,Complainant
against,,Complainant
against, M/s Laxmi Water Industries,Complainant
against, IAS Secretary to the Government of Tamil Nadu,Complainant
against, IPS Deputy Inspector General  of Police Thiruvananthapurm ,Complainant
against, ,Complainant
against, Ulhasnagar Maharashtra ,Complainant
against, Ulhasnagar Maharashtra ,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against,,Complainant
against, Secretary District Redcross Society,Complainant
against, Secretary U.P. Advertisers Association,Complainant
against,,Complainant
against, Government College,Complainant
against, Joint Director  Institute of Human Behaviour & Allied Science,Complainant
against, Indian Institute of Aircraft Engineering Mahipalpur Extension,Complainant
against, Brij Vimla Vani,Complainant
against,,Complainant
against, M.P. New Delhi ,Complainant
against, ,Complainant
against, Chief Conservator of Forests,Complainant
against, Chief Conservator of Forests,Complainant
against, Chief Conservator of Forests,Complainant
against, Proprietor Asha Arts,Complainant
against, Owner of Metro Lodge,Complainant
against, IPS D.G. and I.G. of Prisons and Correctional Services,Complainant
against, IPS D.G. and I.G. of Prisons and Correctional Services,Complainant
against, IPS D.G. and I.G. of Prisons and Correctional Services,Complainant
against, IPS D.G. and I G. of Prisons and Correctional Services,Complainant
against, IPS D.G. and I G. of Prisons and Correctional Services,Complainant
against, Chirec Public School,Complainant
against, Ootcamund Club Ootcamund Tamil Nadu ,Complainant
against,,Complainant
against, IPS Superintendent of Police,Complainant
against, Convenor Shariath Protection Council,Complainant
against,,Complainant
against,,Complainant
against, Krishi Utpadan Mandi Samiti,Complainant
against, Commercial Superintendent Eastern Railway,Complainant
against, Superintendent of Police District Baghpat U.P. ,Complainant
against, ,Complainant
against, Secretary Sankalp Shiksha Prasar Samiti,Complainant
against, Secretary Sankalp Shiksha Prasar Samiti,Complainant
against, I & PR Department Government of Uttar Pradesh,Complainant
against, Pro. U&H Polio Hospital Bhatinda Punjab ,Complainant
against, IAS Commissioner Municipal Corporation Vijayavada ,Complainant
against, Managing Partners M.P. Chitale & Сo.,Complainant
against, Director Society for Promotion of Area Resources Centre,Complainant
against, Partner M/s Adhunik Alankar Bankers & Jewellers,Complainant
against,,Complainant
against, Information District Officer Haridwar the ,Complainant
against,,Complainant
against, and others Janjaria,Complainant
against,,Complainant
against, Ex-Chief Minister Assam,Complainant
against,,Complainant
against, Police Sub Inspector,Complainant
against, Jt. Commissioner of Commercial Taxes ,Complainant
against, Manager Bihar State Hydroelectric Power Corporation,Complainant
against, Income Tax Officer,Complainant
against, District Hazaribagh Jharkhand ,Complainant
against,,Complainant
against, Lecturer  Govt. College Khairwada,Complainant
against, Dy. Director Bhilwara Khadi Gramodyog Board,Complainant
against, Dy. Director Bhilwara Khadi Gramodyog Board,Complainant
against, Jodhpur,Complainant
against, Rajasthan Bikaner ,Complainant
against,,Complainant
against, Manager Jila Sahakari Kendriya Bank Maryadit,Complainant
against, Katni Madhya Pradesh ,Complainant
against, Programme Officer Akashvani Reva Madhya Pradesh ,Complainant
against, Chief Booking Supervisor N.R. Lucknow Uttar Pradesh ,Complainant
against, Sr. Lecturer  Government P.G. College,Complainant
against, Sr. Lecturer  Government P.G. College,Complainant
against, Editor Public Relations Voice,Complainant
against, Advocate/Chairman Desh Kalyan Samiti Muradabad U.P. ,Complainant
against, Advocate/Chairman Desh Kalyan Samiti Muradabad U.P. ,Complainant
against, Advocate/Chairman Desh Kalyan Samiti Muradabad U.P. ,Complainant
against, Former Professor Faculty of Commerce and Business Studies Delhi School of Economics University of Delhi,Complainant
